head/coords/0,head/coords/1,lankle/coords/0,lankle/coords/1,lelbow/coords/0,lelbow/coords/1,lhip/coords/0,lhip/coords/1,lknee/coords/0,lknee/coords/1,lshoulder/coords/0,lshoulder/coords/1,lwrist/coords/0,lwrist/coords/1,pelvis/coords/0,pelvis/coords/1,rankle/coords/0,rankle/coords/1,relbow/coords/0,relbow/coords/1,rhip/coords/0,rhip/coords/1,rknee/coords/0,rknee/coords/1,rshoulder/coords/0,rshoulder/coords/1,rwrist/coords/0,rwrist/coords/1,thorax/coords/0,thorax/coords/1,upperneck/coords/0,upperneck/coords/1
280.3715706,34.39750656,316.6407584,415.6217958,381.3598253,121.2623981,315.161495,239.0759277,323.3040998,335.0663757,319.1144941,114.1395949,440.5648038,113.0114362,299.9516678,237.0849606,275.396919,433.314457,246.1096954,127.7016448,288.1522176,249.1952896,285.9406093,340.3478048,267.4739456,119.1312787,239.5012282,119.0837094,288.8007354,115.4206086,293.6845587,96.1366272
280.8741952,34.02004224,316.7147827,415.5488774,382.2778323,120.7080461,314.8238182,239.4568634,323.1827546,335.2199174,318.6219597,114.434471,442.2053146,112.156944,300.0591469,237.4358752,275.3441242,433.4800243,250.17128,127.5382234,288.3694266,249.4529914,285.8690259,340.1549146,268.0048941,119.5750048,248.3883098,119.1031648,289.115143,115.3615949,293.816185,96.00772864
281.537552,33.70304128,316.7985728,415.5224992,382.9448698,120.1838304,314.505367,239.7090528,323.095207,335.3100589,318.0292512,114.6963501,443.5972595,111.374855,300.1575469,237.6743315,275.2653504,433.6499885,253.969383,127.3305133,288.5969542,249.6122554,285.8040237,339.9505997,268.6281587,119.8104096,256.9163898,119.0444947,289.2823411,115.1610182,294.0127565,95.87581632
282.316761,33.48556544,316.8772314,415.5425741,383.4075162,119.6885299,314.2236518,239.7920992,323.0484006,335.3143501,317.4141696,114.8773574,444.7626112,110.6638336,300.2313997,237.767639,275.171833,433.8055994,257.4112512,127.0975494,288.8264275,249.645481,285.7527731,339.7552493,269.2775725,119.8539731,264.962921,118.8455962,289.2511558,114.8237229,294.248409,95.76198592
283.1359482,33.38939648,316.9381715,415.6008243,383.7168122,119.2197037,313.9961818,239.6927264,323.0441664,335.2249338,316.8576813,114.9417875,445.7259366,110.018921,300.2716448,237.7053453,275.0758746,433.9295866,260.4372595,126.8717574,289.0482522,249.5492934,285.7219699,339.5879552,269.884777,119.7548294,272.439289,118.4934618,288.9988902,114.3782803,294.5025446,95.68588288
283.9002797,33.41598528,316.9737434,415.6838419,383.9211654,118.7754438,313.839817,239.4302368,323.0790714,335.0501632,316.4315226,114.8752211,446.5124896,109.4332883,300.2772333,237.5031661,274.988384,434.0085222,263.0266573,126.6875078,289.250679,249.344711,285.7167622,339.4630816,270.3919981,119.5861434,279.2909619,118.0168154,288.5403635,113.8745882,294.7625158,95.66268928
284.5135686,33.54724864,316.9826701,415.7766342,384.0609357,118.3556749,313.7693594,239.0542982,323.1452563,334.8125459,316.1861421,114.6873856,447.1458432,108.9008333,300.2549555,237.2008134,274.917145,434.0346336,265.1973344,126.5703962,289.4200896,249.0717318,285.7400704,339.3881606,270.7608602,119.4309235,285.4942893,117.470169,287.9284096,113.375664,295.0229075,95.7000352
284.8970413,33.75007616,316.9696045,415.8656499,384.1648864,117.9634093,313.7951853,238.6352538,323.2316973,334.5440672,316.1422349,114.4080352,447.6457594,108.4181594,300.2169037,236.8540576,274.8657798,434.0070438,266.9995501,126.5303424,289.5423123,248.7804416,285.7923699,339.3634413,270.9751891,119.364967,291.0510445,116.914711,287.2449491,112.9462054,295.2820966,95.79582208
285.0044634,33.98334528,316.9428064,415.9409235,384.2488864,117.6055526,313.9199635,238.2495878,323.325424,334.2795565,316.2882995,114.0784838,448.0263898,107.9869459,300.1767923,236.5231706,274.8333933,433.931751,268.5054016,126.5596774,289.6048166,248.5205843,285.8713914,339.3832973,271.0387232,119.44088,295.9817126,116.401024,286.5840339,112.6395795,295.5371283,95.93803392
284.8299405,34.20646656,316.9108774,415.9970381,384.3172454,117.2927091,314.1361811,237.9636384,323.4127424,334.0497395,316.5857126,113.7420653,448.2959366,107.6152038,300.1459123,236.260681,274.8147962,433.820553,269.7962758,126.6364672,289.5988845,248.3322528,285.9718131,339.4387814,270.9699251,119.6782304,300.3184512,115.9583661,286.0321619,112.4879456,295.7795142,96.1071776
284.406624,34.38694016,316.8797491,416.0330771,384.3667219,117.0377734,314.4250682,237.8206253,323.4807584,333.8756563,316.9791034,113.4364698,448.4578707,107.3163603,300.1305197,236.1017606,274.801655,433.6889363,270.9510419,126.7306899,289.5220947,248.2392691,286.0852621,339.520073,270.796585,120.0615693,304.0988538,115.5916595,285.6510355,112.4971392,295.994167,96.28028864
283.7973594,34.5054624,316.8513869,416.051655,384.3922803,116.8528365,314.7580147,237.8325651,323.5196685,333.765545,317.4087142,113.1893158,448.5149382,107.1059418,300.131321,236.0587309,274.7852518,433.5534765,272.0363424,126.810951,289.3808557,248.2461357,286.2011334,339.6182253,270.5518534,120.5474093,307.3618125,115.2852634,285.4675482,112.6479718,296.1628915,96.43596672
283.0805203,34.55841088,316.8240736,416.0571674,384.3932723,116.7449952,315.1004794,237.9794694,323.5257338,333.7147712,317.8209875,113.0171206,448.4739302,106.9960787,300.1450349,236.1206816,274.7598074,433.4293267,273.0997466,126.8505478,289.1926195,248.3385658,286.3086509,339.7253421,270.2716826,121.0769651,310.1461222,115.0113677,285.4719731,112.9022598,296.2708474,96.55864704
282.3349382,34.55677056,316.7943763,416.0540774,384.3772128,116.7127226,315.4173088,238.2148358,323.5039136,333.7084006,318.1752397,112.926903,448.3503341,106.9897082,300.1673318,236.2575533,274.725895,433.3282566,274.165497,126.8315885,288.9862822,248.4873389,286.3993453,339.8336602,269.9932672,121.5909574,312.490864,114.7402189,285.6242944,113.2122419,296.3135341,96.64108288
281.6287802,34.52262848,316.7596819,416.0455898,384.3602374,116.7445754,315.6785203,238.4759142,323.4688186,333.7256429,318.4464262,112.9185869,448.1694413,107.077904,300.1953318,236.4276506,274.6922112,433.2577798,275.2325248,126.7476275,288.7993242,248.6545946,286.4693645,339.9340442,269.7529792,122.0426176,314.4362643,114.4502259,285.8657453,113.529968,296.3008691,96.68533312
281.0144045,34.48402432,316.7201997,416.0332486,384.3631744,116.8214419,315.8639718,238.696976,323.4425357,333.7449837,318.6247827,112.9873658,447.9633715,107.2409056,300.2292826,236.5862272,274.6744538,433.2212352,276.2755584,126.6046906,288.6712838,248.8011744,286.5202522,340.0152205,269.5831488,122.4050138,316.0231782,114.1359328,286.132393,113.8152314,296.2558746,96.70188928
280.5291366,34.4688416,316.6798208,416.0174848,384.4046022,116.9207002,315.9659386,238.8225171,323.4494784,333.7487981,318.7134554,113.124695,447.7646637,107.4527738,300.2721594,236.6945267,274.6915629,433.2186797,277.2498323,126.4204787,288.6346438,248.8940621,286.5577696,340.0643731,269.5076563,122.6719283,317.2904589,113.8123322,286.3674739,114.0402982,296.2083814,96.70757312
280.1998138,34.49909184,316.6458131,415.998793,384.4936755,117.021065,315.9884832,238.8180922,323.5094835,333.7270547,318.7243462,113.318329,447.5994112,107.6868442,300.328121,236.726761,274.7599981,433.2481478,278.0999757,126.2209318,288.7065126,248.9123155,286.5891648,340.0691226,269.5374682,122.8530886,318.2705498,113.5131456,286.5301325,114.1913222,296.1862944,96.72191616
280.0470925,34.58587648,316.627159,415.9788896,384.625664,117.1061325,315.9443091,238.6766054,323.6313632,333.6790848,318.6732864,113.5525894,447.4828723,107.9189683,300.3998374,236.6748045,274.887943,433.3068563,278.7716102,126.0346221,288.8837626,248.8510515,286.6200256,340.0206566,269.6680262,122.9658125,318.9838406,113.2838061,286.5994451,114.2669677,296.207447,96.76254272
280.0864986,34.72679168,316.6324422,415.961456,384.7823334,117.1648787,315.8495328,238.4193805,323.8088608,333.6137965,318.5749626,113.809433,447.419319,108.127632,300.4865267,236.5494534,275.071545,433.3919142,279.2226029,125.8861926,289.1439629,248.7223622,286.6516493,339.916649,269.8801613,123.0263898,319.4321632,113.1694029,286.5747264,114.274864,296.2754822,96.84036224
280.3253171,34.90505216,316.6676518,415.9519008,384.936752,117.1902464,315.7184979,238.0918118,324.0206144,333.5478208,318.4395219,114.070473,447.405968,108.2914355,300.583191,236.3787462,275.2940371,433.5002707,279.4306182,125.7897568,289.4516563,248.5533715,286.679993,339.7629357,270.144329,123.0436704,319.5923616,113.2019424,286.473408,114.2282106,296.3800237,96.95610048
280.7565498,35.0921248,316.7346381,415.956297,385.0610349,117.1767808,315.5605888,237.7553178,324.234352,333.5021779,318.2715795,114.3194579,447.4375533,108.3869555,300.6818387,236.2031552,275.5286214,433.6280442,279.3941498,125.7457734,289.7678758,248.3815955,286.6965677,339.5732499,270.4275891,123.0165101,319.411049,113.3901594,286.3279341,114.1426848,296.5007021,97.09892288
281.3523674,35.25245696,316.8305971,415.9798906,385.1337434,117.1194074,315.3797722,237.4769594,324.4144058,333.4979251,318.0720518,114.5442963,447.5099565,108.3893965,300.7739642,236.0686874,275.7436941,433.7693216,279.1262246,125.7417677,290.0595091,248.248329,286.6909024,339.3669702,270.7002637,122.9359053,318.8020896,113.7154771,286.1821939,114.0350342,296.6127398,97.24838272
282.060871,35.35045632,316.9485472,416.0254477,385.1446912,117.0142746,315.1770784,237.3183059,324.5295718,333.5516736,317.8421786,114.7383117,447.6198957,108.2772826,300.8533286,236.0188294,275.9094432,433.9152525,278.6422918,125.7574464,290.3055763,248.1913376,286.6540339,339.1659162,270.9406093,122.7902221,317.6485824,114.1350938,286.0867501,113.9230349,296.6921613,97.37895936
282.807369,35.35789504,317.0783424,416.0920717,385.0962451,116.8613434,314.9542048,237.3250579,324.5603558,333.6716269,317.5879859,114.9002074,447.7617261,108.0395123,300.917721,236.086464,276.0033606,434.0537357,277.9458618,125.7721709,290.4989242,248.2378003,286.5816877,338.9910886,271.1353683,122.5723648,315.8112909,114.5914458,286.091728,113.8258362,296.7192653,97.46616384
283.5012435,35.26058176,317.2077178,416.1747168,385.0007245,116.6680909,314.7167776,237.5182726,324.5029446,333.8547514,317.323456,115.032768,447.9227066,107.6825715,300.9687232,236.2864685,276.0141184,434.1699885,277.0171168,125.7725146,290.6433107,248.3987808,286.4764211,338.8603213,271.2772371,122.2852704,313.1439021,115.0242618,286.2373926,113.7639616,296.6797254,97.49233216
284.0474893,35.062752,317.3235706,416.264553,384.8751834,116.4511488,314.4760896,237.8889466,324.3696973,334.0860179,317.0712474,115.1401139,448.0787661,107.2342298,301.010151,236.6109466,275.9429933,434.2481709,275.8094406,125.7572173,290.748119,248.6661146,286.3479808,338.7865254,271.3606643,121.9440845,309.5138547,115.3821946,286.5437126,113.7574387,296.5645984,97.45067584
284.3614579,34.78851328,317.413616,416.3502118,384.7353747,116.2360384,314.2491149,238.396416,324.1864774,334.3403814,316.8605421,115.2246093,448.1938554,106.7422867,301.046009,237.0275878,275.8034515,434.27392,274.2562867,125.7376864,290.8227923,249.0122797,286.2120627,338.7772371,271.3785741,121.5740582,304.8255347,115.631447,287.0020864,113.8220218,296.3698195,97.34664896
284.3845555,34.479408,317.4683571,416.4199258,384.5907974,116.0531232,314.0570067,238.9731981,323.9871213,334.5876122,316.7226982,115.2838138,448.2233427,106.2680819,301.0787962,237.4830246,275.6191251,434.2377568,272.2869107,125.7344058,290.8730125,249.3939782,286.0876275,338.8344762,271.3216211,121.2043002,299.0405658,115.7600787,287.5719834,113.9647296,296.0966304,97.19642624
284.0968704,34.18834688,317.4831392,416.4639949,384.4421766,115.9320448,313.9231488,239.535065,323.806839,334.7989658,316.6857907,115.3094483,448.1208422,105.876503,301.1089133,237.9107283,275.4202272,434.1383648,269.8457715,125.7702637,290.8984755,249.7588346,285.993328,338.9554598,271.1800576,120.8600614,292.1901133,115.7789613,288.185463,114.1797254,295.7527731,97.02297216
283.5227392,33.97037504,317.4591827,416.4769747,384.2818067,115.8961485,313.8706586,239.9959181,323.6754989,334.9538611,316.7689894,115.2886202,447.8461837,105.6260678,301.1349107,238.2428358,275.2387616,433.9846995,266.9093325,125.8633043,290.8924672,250.0541875,285.944176,339.1334534,270.9477805,120.5560685,284.3760678,115.7203296,288.7599373,114.4464109,295.3542138,96.850624
282.7262304,33.87172672,317.4035642,416.458969,384.0968704,115.959015,313.9198496,240.2843091,323.6128237,335.0442886,316.9783782,115.2079008,447.3713683,105.5607603,301.1544038,238.4230042,275.1030541,433.795872,263.496361,126.0218048,290.8428384,250.2365875,285.9487533,339.3590547,270.6276896,120.2925875,275.7611277,115.6347654,289.2166707,114.731369,294.926567,96.69979072
281.7977715,33.91963968,317.3277094,416.4156531,383.8727949,116.1238477,314.0857312,240.3577805,323.6259462,335.075817,317.3049542,115.0594714,446.6831968,105.7064819,301.1655424,238.4182739,275.0325587,433.5983373,259.6697805,126.242905,290.7349395,250.2799795,286.0080717,339.6213152,270.2356909,120.0569536,266.5504454,115.5868909,289.4996832,114.9942016,294.5049478,96.58256512
280.8353997,34.11533376,317.2451974,416.357088,383.5953523,116.3862989,314.3751142,240.2111245,323.7098694,335.0653267,317.7248192,114.8469926,445.7811738,106.0712813,301.1685178,238.2257459,275.0342944,433.4210016,255.5303386,126.5158464,290.5561254,250.1812365,286.1157798,339.908905,269.8017504,119.8284531,256.9695661,115.649872,289.5887373,115.1961901,294.1313171,96.50115968
279.926567,34.43206784,317.1691322,416.2956237,383.2501984,116.7382048,314.7837446,239.8764422,323.8500211,335.0359155,318.2010458,114.588585,444.6730042,106.648407,301.1664006,237.8733062,275.1015853,433.289175,251.204128,126.828041,290.3017805,249.9611283,286.259785,340.2107808,269.3657114,119.5860288,247.2433664,115.8983994,289.5022963,115.3089139,293.8491821,96.44863104
279.1344832,34.81918336,317.1098138,416.2432096,382.8198624,117.1709824,315.2939987,239.4145965,324.0261843,335.0109862,318.6867712,114.315376,443.3683776,107.4196243,301.1649702,237.4126816,275.2157786,433.2188128,246.8263437,127.1714022,289.9801824,249.6606061,286.4248659,340.5166438,268.9690208,119.3149568,237.578983,116.4003757,289.2895891,115.3203962,293.6962509,96.4120864
278.4915923,35.211792,317.0728685,416.2088582,382.28096,117.6774598,315.8746528,238.9007571,324.2160416,335.0083539,319.1293907,114.0656659,441.8735123,108.3583072,301.1710931,236.9076154,275.3504371,433.2126234,242.5239942,127.545929,289.6144102,249.3326566,286.5953638,340.8170125,268.644695,119.010887,228.1538579,117.2082138,289.0154266,115.2370835,293.6966515,96.37653376
278.0001446,35.54386112,317.0585824,416.1966989,381.6038131,118.2519533,316.4834022,238.408089,324.3981171,335.0356102,319.4762419,113.8761139,440.1877594,109.4311526,301.1904147,236.4200973,275.4767802,433.2594298,238.400631,127.9592896,289.2393875,249.0316198,286.7573741,341.1031149,268.4093478,118.68,219.1092301,118.350601,288.7427142,115.0811002,293.8550758,96.32923136
277.6385498,35.76190976,317.0621491,416.2048243,380.756073,118.8891603,317.0722387,237.9940794,324.5536806,335.0876237,319.6814726,113.7732698,438.3022688,110.5994035,301.225033,235.9989926,275.569191,433.3374502,234.5257952,128.422775,288.8947866,248.8027379,286.8996813,341.366615,268.2598304,118.3357242,210.5483821,119.8265459,288.5179904,114.88472,294.1541862,96.26239808
277.371063,35.8360672,317.075081,416.2253286,379.7088243,119.5825958,317.5945094,237.6925658,324.6677402,335.1470566,319.7131155,113.7669754,436.2017062,111.8210605,301.2719533,235.6731795,275.6093216,433.4204294,230.9309389,128.9456179,288.6155322,248.6743546,287.0137024,341.5993882,268.1754682,117.993927,202.5387386,121.6038131,288.3633421,114.682617,294.5566938,96.1742784
277.1588896,35.76583872,317.08704,416.2454797,378.4432602,120.3229907,318.0116461,237.5127795,324.7295763,335.1882362,319.5593069,113.8485715,433.8677216,113.0539322,301.3229562,235.4510118,275.5882266,433.4847738,227.612343,129.5305632,288.4228134,248.6545184,287.0929338,341.7935565,268.1251334,117.6679994,195.1158144,123.6225888,288.2765581,114.5046234,295.0119398,96.0685728
276.9705581,35.57918528,317.0878413,416.2502387,376.9547654,121.0977171,318.298855,237.444649,324.732857,335.1836589,319.2321203,113.9929581,431.2842944,114.2607117,301.3660621,235.3247834,275.5064582,433.515129,224.540615,130.1727674,288.3184813,248.7324333,287.1326829,341.9421389,268.0764006,117.3656461,188.2884595,125.804672,288.2377626,114.3706515,295.4654694,95.95272064
276.7900467,35.32558464,317.0693779,416.2255386,375.2526854,121.8915174,318.4482195,237.4678803,324.6761702,335.1115226,318.7674522,114.1648486,428.4437178,115.4144666,301.3883398,235.2777478,275.3726195,433.5071469,221.6742515,130.861511,288.2842829,248.8835904,287.1302797,342.0397568,268.0040166,117.0877075,182.0446394,128.0659488,288.219776,114.2881773,295.8691789,95.83564736
276.6213037,35.06458304,317.0273018,416.1616614,373.3563994,122.6888275,318.4694099,237.5613024,324.563255,334.9617574,318.2207296,114.3256762,425.3516768,116.5038682,301.3792422,235.2920531,275.2011296,433.4671117,218.9734266,131.5840531,288.2868576,249.0769197,287.0856666,342.0835878,267.8949549,116.8285754,176.3578797,130.3294374,288.1978035,114.2538835,296.1888506,95.7265088
276.4878464,34.85279104,316.9618035,416.0558893,371.2889862,123.477287,318.387184,237.7100371,324.4031142,334.7397043,317.6580429,114.4410323,422.0304486,117.5357056,301.3335802,235.3546144,275.0096128,433.4091853,216.4110374,132.3291776,288.286457,249.282551,287.0018195,342.0742797,267.7492141,116.5789792,171.1933901,132.5351712,288.1557082,114.2576602,296.4077952,95.63373568
276.42704,34.73167424,316.8775174,415.9137824,369.0721894,124.2511366,318.2364275,237.9082106,324.2089459,334.4670867,317.144585,114.486313,418.518791,118.5345459,301.252823,235.4601286,274.8160742,433.3513165,213.9784243,133.0887603,288.2473184,249.4781491,286.8854714,342.0162963,267.5769043,116.3295366,166.5140531,134.6451949,288.0876922,114.2882541,296.5258029,95.56488064
276.4799693,34.71893312,316.7823789,415.7485581,366.7242432,125.0127795,318.0553248,238.1581882,323.996544,334.1809651,316.7324256,114.4512941,414.8692704,119.5380019,301.1449242,235.6113818,274.6367648,433.3109094,211.6863635,133.8576128,288.146343,249.6530534,286.7472269,341.9175341,267.3937798,116.0746003,162.2854995,136.6436384,287.9968262,114.3381498,296.5555571,95.52669504
276.6793824,34.80617536,316.6858675,415.5785939,364.261017,125.7717894,317.8789901,238.466873,323.7815475,333.931255,316.4508819,114.3426131,411.143799,120.5883405,301.0227584,235.8167264,274.4845965,433.3010957,209.5621683,134.6317293,287.9777338,249.809303,286.6012192,341.7882541,267.2173498,115.8149338,158.4797094,138.5328294,287.8925517,114.4067002,296.517792,95.52505472
277.038841,34.96315008,316.597824,415.4233549,361.6998675,126.5415955,317.7347949,238.8411328,323.5767366,333.7757299,316.3018227,114.1836928,407.4091341,121.7222214,300.9018323,236.0860826,274.3686483,433.3283424,207.6439667,135.4063034,287.7526093,249.959335,286.4640429,341.6397664,267.0645715,115.5581664,155.0767232,140.3278349,287.7885818,114.4994733,296.4369395,95.56472768
277.5461197,35.14686592,316.5280531,415.2988717,359.0647123,127.3342893,317.639961,239.283447,323.3908083,333.7718963,316.2612531,114.0110016,403.7331008,122.9603194,300.7982637,236.426544,274.294224,433.3917619,205.9739302,136.1743546,287.4949453,250.1215744,286.3527872,341.4834976,266.9510458,115.3170394,152.0643232,142.0495226,287.701168,114.6253587,296.3374899,95.64823168
278.1626893,35.31303424,316.485977,415.214071,356.3903046,128.1557082,317.6011469,239.7883226,323.2283782,333.9656448,316.2862586,113.8661574,400.1827622,124.2996595,300.7266042,236.8379974,274.2632486,433.4840013,204.591408,136.925888,287.2354701,250.3146554,286.2825587,341.3305856,266.890793,115.1056288,149.4368646,143.7181856,287.6466944,114.7915648,296.2409018,95.77487936
278.8294413,35.42575808,316.4800262,415.1692102,353.7253568,129.0012742,317.6150893,240.3404614,323.0915072,334.3788339,316.3251302,113.7862778,396.8236544,125.7110976,300.6979942,237.3104858,274.2742918,433.5934541,203.5268403,137.6480486,287.0054624,250.5517766,286.2640762,341.1919405,266.8950656,114.9354938,147.1937082,145.3466413,287.6384544,114.9991226,296.1629869,95.9392928
279.4774054,35.46352384,316.5158272,415.1568506,351.1324691,129.8544691,317.6705363,240.9150125,322.9814912,335.0004006,316.3284109,113.7938688,393.7190246,127.1424102,300.7183648,237.8234861,274.3225862,433.7068365,202.7969549,138.3257677,286.8314931,250.8364678,286.301689,341.077881,266.9704058,114.8122406,145.3368378,146.9355008,287.6831437,115.2405165,296.112423,96.13098176
280.041008,35.42060864,316.5942573,415.1649856,348.6845779,130.6876755,317.7509882,241.4803693,322.8998182,335.7845498,316.2583731,113.8906861,390.9287264,128.5264589,300.7872774,238.3478925,274.4000243,433.8115693,202.4017331,138.9431379,286.7314336,251.1606029,286.3928224,340.9971808,267.1158406,114.734039,143.8673114,148.4700397,287.7785491,115.4997254,296.0906413,96.33510592
280.4701613,35.30506112,316.7099187,415.1809312,346.4572141,131.4660646,317.838688,242.0027162,322.8477094,336.6577914,316.0952186,114.056816,388.5062406,129.7922899,300.8976749,238.8499072,274.4959834,433.8972947,202.3227309,139.4847872,286.7116928,251.5052224,286.5286253,340.9553338,267.3208429,114.6926496,142.780361,149.9202349,287.9136275,115.7557299,296.0931206,96.5341184
280.7379533,35.13454464,316.8513491,415.1946733,344.5178605,132.1533203,317.9185869,242.4513056,322.8252032,337.5330541,315.8396723,114.2563245,386.4940646,130.8766554,301.0367776,239.296608,274.5986938,433.956585,202.5232506,139.9380877,286.7664147,251.8440819,286.6955565,340.9527398,267.5650214,114.6755219,142.0599558,151.2441632,288.0709459,115.9869005,296.111641,96.71062464
280.8425715,34.93183104,317.0028115,415.2006438,342.9145434,132.7183917,317.9811475,242.802887,322.8303149,338.3266637,315.5109408,114.4470598,384.9171827,131.7336275,301.1884115,239.6607968,274.6969798,433.9850522,202.9499814,140.2948762,286.8787763,252.1486662,286.8777658,340.9835814,267.8204915,114.6689222,141.6744422,152.3948288,288.230553,116.1761094,296.1365888,96.85020416
280.803776,34.72034432,317.1473312,415.1977824,341.6677856,133.1415558,318.0232429,243.0439757,322.8587341,338.972912,315.141792,114.5915219,383.7764742,132.3411181,301.3356589,239.9247744,274.782009,433.9815424,203.5365293,140.5531309,287.0241549,252.3935315,287.0592499,341.03632,268.0563354,114.6607206,141.574688,153.3290099,288.3740614,116.3140109,296.1587712,96.9437792
280.6563379,34.52064512,317.2695354,415.1884077,340.7680128,133.418503,318.0467987,243.1713485,322.9042054,339.433136,314.7714995,114.665527,383.0442048,132.7033235,301.4633939,240.0819398,274.84808,433.9483264,204.2084691,140.7181165,287.1745875,252.5605011,287.2255898,341.0956576,268.2438848,114.6424486,141.6955187,154.0167238,288.4876058,116.3998797,296.1707309,96.98852544
280.4423142,34.34799168,317.357769,415.1764774,340.1789472,133.5612109,318.0564307,243.1911661,322.9590605,339.6975328,314.4387629,114.6619795,382.664032,132.848816,301.5600966,240.1365472,274.8927117,433.891344,204.8895648,140.8021542,287.3031424,252.6412198,287.3647693,341.1454771,268.3618739,114.6102144,141.9601056,154.4487763,288.5631373,116.4406586,296.1675072,96.98772416
280.204048,34.21096832,317.405033,415.1657581,339.847145,133.5956954,318.0573082,243.1179238,323.0145261,339.7809984,314.1756442,114.5900346,382.5569152,132.8248595,301.6188621,240.1023104,274.9157907,433.8198662,205.5081939,140.823097,287.3879245,252.6379392,287.4675366,341.1721805,268.4003066,114.564247,142.2867014,154.6402739,288.5985376,116.447945,296.147232,96.94938688
279.9788282,34.11144256,317.4094963,415.1585197,339.7145082,133.5562899,318.0539706,242.9732134,323.0615232,339.7146605,314.0033914,114.470711,382.6332474,132.6884077,301.6378022,240.0001338,274.9186899,433.7453267,206.003456,140.8017728,287.4152947,252.5629043,287.5274278,341.1673357,268.3623885,114.5076371,142.5967123,154.6287917,288.5967066,116.4344787,296.1116026,96.88461312
279.7951507,34.04544832,317.374153,415.1549626,339.7321318,133.478432,318.0502131,242.7836992,323.0914688,339.5358278,313.9304544,114.3304064,382.809143,132.4951552,301.6202163,239.8548506,274.9032973,433.6795142,206.3299181,140.7582093,287.3819539,252.4361798,287.5411226,341.1293792,268.2642176,114.4447328,142.8236102,154.4666291,288.5644531,116.4105222,296.0660934,96.80538176
279.6707533,34.00543232,317.3063661,415.1536941,339.8726656,133.3908083,318.0495072,242.5777434,323.0979917,339.2784691,313.9528083,114.1943744,383.024025,132.2891238,301.5740013,239.6911238,274.8714637,433.6324787,206.4610099,140.7077024,287.295456,252.2821235,287.5083923,341.063824,268.1316755,114.3793869,142.922201,154.2090227,288.5109709,116.3812256,296.0197446,96.72260288
279.6118355,33.98288704,317.2167014,415.1528358,340.1390074,133.3090976,318.0553248,242.3803136,323.0784224,338.9658925,314.0564346,114.0815738,383.2563782,132.0941165,301.5103533,239.5286944,274.8247334,433.6108301,206.3910291,140.6572723,287.1730611,252.1248243,287.4320032,340.9819219,267.9952051,114.314041,142.8773306,153.900528,288.446407,116.345177,295.9841158,96.64398208
279.6133235,33.97102336,317.1175194,415.1515104,340.5666733,133.2323456,318.0712128,242.2076032,323.0353926,338.6075021,314.2209626,114.0016557,383.5337069,131.9089888,301.4419558,239.3782042,274.7646906,433.6167526,206.1363981,140.6032179,287.0388986,251.9836429,287.3171232,340.8984947,267.8834726,114.2494202,142.7114394,153.5628128,288.3801843,116.2948992,295.9714125,96.57318144
279.6602438,33.96667456,317.021351,415.1509568,341.2190246,133.1422426,318.1004909,242.0631597,322.9775238,338.2001875,314.4240186,113.9543917,383.9338682,131.7076109,301.3810157,239.2391206,274.6934701,433.6478522,205.7368282,140.5304717,286.9203565,251.8697741,287.1707917,340.8291814,267.8175354,114.1854477,142.4893472,153.186455,288.3197402,116.2191008,295.9918976,96.50917056
279.7301101,33.97155776,316.9396589,415.1550387,342.1744922,133.0063629,318.1458662,241.937008,322.9193498,337.7341843,314.6455571,113.9316557,384.5764922,131.4431002,301.3374899,239.1005325,274.6148109,433.6978342,205.256119,140.4136659,286.8436051,251.7847827,287.0015526,340.7877542,267.806759,114.1228486,142.3191834,152.7298739,288.2698438,116.1065293,296.0514067,96.44752512
279.796505,33.99181376,316.8818093,415.1698874,343.5089491,132.783623,318.2087898,241.808567,322.8796384,337.2019194,314.8716166,113.9212416,385.6049728,131.0559846,301.3176538,238.9449312,274.5347021,433.7578394,204.7815514,140.2202227,286.8293382,251.7212294,286.8194202,340.7842445,267.8473088,114.0652467,142.3479366,152.1244813,288.2326125,115.950279,296.1491392,96.38233216
279.833088,34.0365984,316.8543245,415.202713,345.2761843,132.4317549,318.2884595,241.652279,322.8784941,336.6066739,315.0964358,113.9112851,387.1615981,130.4847334,301.3229562,238.7537382,274.4616506,433.8183021,204.420681,139.9145888,286.8886374,251.6652109,286.635456,340.8238605,267.9231264,114.020729,142.7514362,151.2855533,288.2077978,115.7513427,296.2765312,96.3088992
279.8178099,34.11579136,316.8600845,415.2600576,347.4915315,131.9147872,318.3802797,241.4441491,322.933159,335.9681318,315.322647,113.8944627,389.3606189,129.6765901,301.3490106,238.5132218,274.4057082,433.8709165,204.2946054,139.4631955,287.0201299,251.5998458,286.4611245,340.906544,268.0091283,114.0023802,143.7194822,150.126343,288.193264,115.5205536,296.4175603,96.22623424
279.7360038,34.23702208,316.8974496,415.3456973,350.1227187,131.2091827,318.4738733,241.1675264,323.0534362,335.3219987,315.5584525,113.8705824,392.263527,128.5971072,301.3854214,238.2186893,274.3767738,433.9100454,204.5273971,138.8389971,287.2091674,251.5085408,286.3065146,341.0274125,268.0761722,114.0274048,145.438032,148.571968,288.1850432,115.277977,296.5499494,96.13880128
